ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.05488003621830429,0.26546146256679715,-0.13569132549348192,0.1155638127458779,0.9804995511158041,1.7154005296242845,-1.187298969483929,1.3192815112906044,-1.2926568598087913,0.0
-2.3398724131010726,-2.091992687269118,-0.38724913320736337,-0.3151441809802709,0.06805875728572004,2.0701621660630813,0.2726850457536351,-0.6477327814360472,0.6879440997585085,0.0
0.710690337649582,0.8697855042186969,-0.23832489863074588,1.3952346839510084,-0.09081118624612375,-0.09340270742321129,0.7862778851292089,-0.0003763907136349615,-1.1731160201153596,0.0
0.8621671720749053,0.5616894101446022,0.007135561642306676,0.6072570341037473,0.6531929261441269,-0.7804098854041476,1.263148944581456,2.1757525839744516,0.8529781041624616,0.0
1.4018792814409289,-0.47765741702596626,-0.463029945747618,-0.37256140608980576,-0.6624831541060507,-0.34411576371582364,-0.8288607609553174,-2.2086144685903344,0.13972011006402865,0.0
-1.0397551677897863,-0.25237482220357293,0.7904985822937468,0.27403160051112124,-0.19693125716817564,-1.808301902735723,-1.7895282471910154,-0.7382646632083218,-1.8123429398176547,0.0
2.1894905399498406,1.6143578763126276,0.7906183289533981,0.2536542988195569,1.6881993230474144,-1.76877807176516,-0.15017838916901974,1.1661246971996075,-1.6664174526226168,0.0
1.0842462074164736,0.2177006713761314,-0.9643265942322135,-1.6573618891329185,-0.8545833507309063,0.6018194898853628,-0.5838576034025815,-0.23272015801662185,0.560116164095186,0.0
0.35802692425331567,-2.417940546923733,-0.8929198013810299,0.44198700963844767,-1.8300842808468645,-0.45628262118515683,-0.47976808276594984,-0.8017117791305594,-0.4786804743888338,0.0
2.444945820521959,0.9633498412734305,0.41056773221130194,1.2665444802540566,1.9802695851026586,1.7101471095184788,1.1084229699334462,0.3560833770457571,0.520359404032579,0.0
0.19671147308019105,-0.9643675517594023,1.2216133898676251,0.2778091468078556,-0.19845122175287452,-0.009267995354144973,0.39641194682980685,0.789968288791758,-0.3920187961245116,0.0
0.6239679916186553,0.6966346058853045,-0.37123345694075977,0.6403242256910405,-0.29770903327579407,-0.7700846808109337,0.07369042143975363,0.6453635323791771,0.058104592844794016,0.0
0.02910570618949135,-1.2397555519811811,-0.375521764065694,-2.2772067430082585,-1.4446124910337634,-0.973471739780242,0.5006514738904714,0.8387725486289401,-0.6709551920938938,0.0
-0.6913014643410412,-1.4437418157442394,0.6255303785210321,-0.1836726913150203,-0.9641702090057344,-0.575630984211711,1.5473098652074113,0.6469085855672444,0.5762821150899339,0.0
0.2910824639530612,0.27965996295165924,0.7485172656214185,-1.3273196478376048,-0.35161341283072406,0.22985666311445105,-0.3209227032087709,0.24854012172690462,1.044416591627065,0.0
-0.5085845829524461,-0.30174468923499764,2.224070646162383,1.6243394479965387,0.8671200801408624,1.1249066525502267,-0.8344869813403184,0.5546340984565421,0.5278132593910978,0.0
-0.018248590350919778,0.45785470336306827,1.0502798495275942,1.9256559782235068,0.27250578698990596,-1.3778542752735303,1.8594317816807147,-0.6270420762561048,0.38879379389017715,0.0
1.464056788044347,2.418488461179289,0.24258999491413377,-0.14042723133892018,1.82010693532939,0.6436186174856409,-0.27255402288332425,0.3227732960395999,0.6918144586372044,0.0
1.3206158994789574,2.4990520843480795,-0.290602514898735,-0.5942604905828788,0.5331794780794321,0.06597013687133474,-0.42419703672459036,-0.16709752401097874,-1.971590931093781,0.0
0.20395688451662472,0.5655384420040429,0.4275393199882531,-1.7417845819072137,0.05849278542792433,0.543557716208234,-0.5396504199998322,-0.23278635045485646,-1.8115817294568646,0.0
-0.3429393761038097,0.969709243703452,0.04055809301679084,2.0805386419412404,1.0130975791122252,1.597605989866542,0.6229671405933109,-1.3499546312801851,0.2148817268471712,0.0
-0.2907807250458588,-0.8780585581375145,1.0460620577146438,-0.8180792933995626,-0.6401064161264743,1.2109135647302962,1.095170837897119,0.6810580091643879,-0.2794198340419901,0.0
0.03548502730912112,0.6118096603619305,-0.5644978173102035,-0.9811146083077286,-0.18945617470175377,0.12571059196830603,-0.028711445100112556,-0.4215080654996012,1.9227849088954627,0.0
-2.210142597109547,0.01595711006797692,-0.09190610379771456,-0.08127675498116371,0.11823288187834058,0.22779004599050948,0.7073197191737106,1.5239708607208209,0.7238410174121681,0.0
-1.167667921246544,-1.7384991577462547,-0.5459482005311854,1.901079412020229,-0.14965518870574968,0.5802982990314692,-0.9206827474970892,-0.6090601692223906,1.1054814605987746,0.0
-0.39225419440118103,0.07418799056965517,-0.08594640878763354,1.0034020545600737,-0.2836670312454038,-0.15939452749957023,0.1875192717606323,0.8610373435671312,1.5899636049842063,0.0
-2.4591603620203246,0.3602939018602099,1.3347663051634029,1.0754347273861102,1.4164437556367784,0.19435807711055747,-0.14524908252656357,-2.318531797115855,0.280545743689162,0.0
1.1448232118436437,-1.5813996058195956,-1.0163728802207248,0.5082295093925332,-0.8351024588418325,-1.5783537225344808,-0.472627961933498,-1.0834660880738893,0.04928446120962518,0.0
0.09098702569641488,2.187552600422811,0.5128147926644507,0.37455341777999646,1.7367760575176514,-0.7653439298882508,-1.1966765815854783,-0.8607611857663713,0.03214282824493445,0.0
0.2283590452818301,-1.5069007203950135,-0.7872538887740417,1.246875138923356,-0.7503989740453179,1.7091447966070983,0.6950389259032109,-0.8820721623515116,2.6685550864155863,0.0
0.07199564151738697,0.41337787973745893,-0.7869260635250833,-0.730048753698985,0.13115667459003108,-1.0430386237751814,-1.934648663493016,0.32794335279541903,1.4456553250623143,0.0
1.9122267172034395,-0.17605121096311369,-0.26528748130325136,-0.23593205693496833,0.32060993863096354,0.331541265981654,0.7955242721929433,-1.2409507930361365,-1.4287695786714392,0.0
